id	lnClb	lnCub
itaccoa_m	-14.50865774	1
hdcea_c	-14.50865774	1
itacon_m	-14.50865774	1
mannan_r	-14.50865774	1
hdcea_e	1	1
melib_c	-14.50865774	1
itp_c	-14.50865774	1
hdcea_x	-14.50865774	1
itp_m	-14.50865774	1
melib_e	1	1
hdcoa_c	-14.50865774	1
melt_c	-14.50865774	1
k_c	-14.50865774	1
hdcoa_x	-14.50865774	1
k_e	1	1
met__L_c	-14.50865774	1
met__L_e	1	1
hdd2coa_x	-14.50865774	1
lac__D_c	-14.50865774	1
hdeACP_c	-14.50865774	1
lac__D_e	1	1
met__L_m	-14.50865774	1
methf_c	-14.50865774	1
lac__D_m	-14.50865774	1
lac__L_c	-14.50865774	1
methf_m	-14.50865774	1
hdeACP_m	-14.50865774	1
mettrna_c	-14.50865774	1
lac__L_e	1	1
lac__L_m	-14.50865774	1
hemeA_m	-14.50865774	1
lald__L_c	-14.50865774	1
mettrna_m	-14.50865774	1
hemeO_m	-14.50865774	1
lanost_c	-14.50865774	1
mev__R_c	-14.50865774	1
hexc_c	-14.50865774	1
mhpglu_c	-14.50865774	1
lanost_e	-14.50865774	1
hexc_e	-14.50865774	1
lanostest_SC_c	-14.50865774	1
mi13456p_c	-14.50865774	1
hexc_x	-14.50865774	1
mi13456p_n	-14.50865774	1
lanostest_SC_e	-14.50865774	1
hexccoa_c	-14.50865774	1
leu__L_c	-14.50865774	1
leu__L_e	1	1
mi1345p_n	-14.50865774	1
mi1456p_n	-14.50865774	1
hexccoa_r	-14.50865774	1
mi145p_c	-14.50865774	1
leu__L_m	-14.50865774	1
hexccoa_x	-14.50865774	1
leu__L_v	-14.50865774	1
mi145p_n	-14.50865774	1
hexdp_c	-14.50865774	1
mi1p__D_c	-14.50865774	1
leutrna_c	-14.50865774	1
hexdp_m	-14.50865774	1
leutrna_m	-14.50865774	1
micit_m	-14.50865774	1
lgt__S_c	-14.50865774	1
hgentis_c	-14.50865774	1
lgt__S_m	-14.50865774	1
minohp_c	-14.50865774	1
hicit_m	-14.50865774	1
lpam_m	-14.50865774	1
his__L_c	-14.50865774	1
lpro_m	-14.50865774	1
minohp_n	-14.50865774	1
his__L_e	1	1
mip2c124_SC_c	-14.50865774	1
lys__L_c	-14.50865774	1
his__L_m	-14.50865774	1
lys__L_e	1	1
mip2c126_SC_c	-14.50865774	1
mip2c224_SC_c	-14.50865774	1
his__L_v	-14.50865774	1
mip2c226_SC_c	-14.50865774	1
lys__L_m	-14.50865774	1
lys__L_v	-14.50865774	1
hisp_c	-14.50865774	1
lystrna_c	-14.50865774	1
mip2c324_SC_c	-14.50865774	1
histd_c	-14.50865774	1
mip2c326_SC_c	-14.50865774	1
lystrna_m	-14.50865774	1
histrna_c	-14.50865774	1
m1macchitppdol_g	-14.50865774	1
mipc124_SC_c	-14.50865774	1
mipc126_SC_c	-14.50865774	1
histrna_m	-14.50865774	1
mipc224_SC_c	-14.50865774	1
m2macchitppdol_g	-14.50865774	1
hmbil_c	-14.50865774	1
m3macchitppdol_g	-14.50865774	1
m4macchitppdol_g	-14.50865774	1
mipc226_SC_c	-14.50865774	1
hmgcoa_c	-14.50865774	1
mipc324_SC_c	-14.50865774	1
macchitppdol_g	-14.50865774	1
hmgcoa_m	-14.50865774	1
malACP_c	-14.50865774	1
mipc326_SC_c	-14.50865774	1
mlthf_c	-14.50865774	1
mlthf_m	-14.50865774	1
malACP_m	-14.50865774	1
mal__L_c	-14.50865774	1
hom__L_c	-14.50865774	1
mal__L_e	1	1
mmet_c	-14.50865774	1
mmet_e	1	1
mal__L_m	-14.50865774	1
hpglu_c	-14.50865774	1
mthgxl_c	-14.50865774	1
hxan_c	-14.50865774	1
myrsACP_c	-14.50865774	1
hxan_e	1	1
myrsACP_m	-14.50865774	1
pi_v	-14.50865774	1
n4abutn_c	-14.50865774	1
na1_c	-14.50865774	1
o2_m	-14.50865774	1
o2_r	-14.50865774	1
pi_x	-14.50865774	1
o2_x	-14.50865774	1
oaa_c	-14.50865774	1
na1_e	1	1
nac_c	-14.50865774	1
nac_e	1	1
pmtcoa_c	-14.50865774	1
nac_m	-14.50865774	1
oaa_e	-14.50865774	1
pmtcoa_x	-14.50865774	1
oaa_m	-14.50865774	1
nad_c	-14.50865774	1
nad_m	-14.50865774	1
pnto__R_c	-14.50865774	1
nad_n	-14.50865774	1
oaa_x	-14.50865774	1
ocACP_m	-14.50865774	1
nad_r	-14.50865774	1
pnto__R_e	1	1
nad_x	-14.50865774	1
occoa_c	-14.50865774	1
occoa_x	-14.50865774	1
ppbng_c	-14.50865774	1
ocdcaACP_c	-14.50865774	1
nadh_c	-14.50865774	1
ppcoa_m	-14.50865774	1
nadh_m	-14.50865774	1
ocdcaACP_m	-14.50865774	1
ocdca_c	-14.50865774	1
pphn_c	-14.50865774	1
nadh_r	-14.50865774	1
nadh_x	-14.50865774	1
ocdca_e	1	1
ppi_c	-14.50865774	1
ocdca_x	-14.50865774	1
nadp_c	-14.50865774	1
ppi_m	-14.50865774	1
nadp_e	-14.50865774	1
ocdcea_c	-14.50865774	1
ppi_n	-14.50865774	1
nadp_m	-14.50865774	1
ppi_x	-14.50865774	1
nadp_r	-14.50865774	1
ocdcea_e	1	1
ocdcyaACP_c	-14.50865774	1
nadp_x	-14.50865774	1
ppmi12346p_c	-14.50865774	1
nadph_c	-14.50865774	1
ocdcyaACP_m	-14.50865774	1
ppmi1346p_c	-14.50865774	1
ocdcya_c	-14.50865774	1
nadph_m	-14.50865774	1
ppp9_m	-14.50865774	1
nadph_r	-14.50865774	1
ocdcya_e	-14.50865774	1
pppg9_c	-14.50865774	1
ocdycacoa_c	-14.50865774	1
ocdycacoa_x	-14.50865774	1
nadph_x	-14.50865774	1
ncam_c	-14.50865774	1
pppg9_m	-14.50865774	1
ncam_m	-14.50865774	1
octa_c	-14.50865774	1
pram_c	-14.50865774	1
octa_x	-14.50865774	1
